regulation_id	cell_line	lncrna_gene_id	lncrna_core_id	lncrna_name	target_gene_id	target_core_id	target_gene_name	binding_affinity	mark_signature	mark_count	context_class	target_chromosome	target_start	target_end
810824	K562	18438	115498	CATG00000115498.1	32549	500185008	ROBO2	152.01	DNase-HS | H3K4me2 | H3K4me3 | H3K9ac	4	active_like_non_bivalent	chr3	77084317	77090751
810855	K562	18173	87322	CATG00000087322.1	27496	500124140	SLC12A5	152.01	H3K4me1	1	active_like_non_bivalent	chr20	44646832	44685078
812779	K562	19101	500261617	RP11-243A14.1	29521	500151150	ANK3	152.01	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	7	active_like_non_bivalent	chr10	62058740	62063905
821671	K562	17642	35185	CATG00000035185.1	26327	500108669	CYTH1	152.01	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr17	76670213	76783827
822602	K562	18774	500236790	LINC00299	33993	500221949	C12orf61	152.01	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr12	62995432	63001018
822648	K562	18306	97771	CATG00000097771.1	24969	500075420	FNDC3B	152.01	H3K27ac | H3K36me3 | H3K4me1 | H3K9me3	4	active_like_non_bivalent	chr3	171753910	172097569
809622	H1-hESC	18233	90176	CATG00000090176.1	33121	500197054	ZNF763	152.0	H3K4me3 | H3K9me3	2	active_like_non_bivalent	chr19	12032424	12077357
816347	H1-hESC	19101	500261617	RP11-243A14.1	30337	500162706	CADM3	152.0	H3K4me1 | H3K4me3 | H3K9me3	3	active_like_non_bivalent	chr1	159137906	159168212
819430	H1-hESC	17540	25410	CATG00000025410.1	31677	500173193	PARP14	152.0	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr3	122394906	122445777
832902	H1-hESC	17993	72898	CATG00000072898.1	28933	500143126	CELSR2	152.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr1	109785651	109827427
806083	HepG2	18135	83580	CATG00000083580.1	18076	79883	CATG00000079883.1	152.0	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr5	56467806	56473024
806084	HepG2	18135	83580	CATG00000083580.1	18026	75931	CATG00000075931.1	152.0	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr5	56464917	56470206
806578	HepG2	19122	500263327	TAPT1-AS1	19122	500263327	TAPT1-AS1	152.0	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr4	16224787	16292042
806998	HepG2	17979	70702	CATG00000070702.1	32753	500186868	MAPT	152.0	DNase-HS | H3K27ac | H3K4me1	3	active_like_non_bivalent	chr17	43968399	44065917
808352	HepG2	18111	83332	CATG00000083332.1	29575	500151726	ACSL1	152.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr4	185674122	185751507
809237	HepG2	18173	87322	CATG00000087322.1	27738	500128594	LRRC4	152.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr7	127667680	127675822
809622	HepG2	18233	90176	CATG00000090176.1	33121	500197054	ZNF763	152.0	H3K27ac | H3K4me3	2	active_like_non_bivalent	chr19	12032424	12077357
809981	HepG2	17424	15927	CATG00000015927.1	31169	500168461	RAB31	152.0	H3K4me1	1	active_like_non_bivalent	chr18	9809215	9815549
819430	HepG2	17540	25410	CATG00000025410.1	31677	500173193	PARP14	152.0	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr3	122394906	122445777
832902	HepG2	17993	72898	CATG00000072898.1	28933	500143126	CELSR2	152.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr1	109785651	109827427
806083	K562	18135	83580	CATG00000083580.1	18076	79883	CATG00000079883.1	152.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr5	56467806	56473024
806084	K562	18135	83580	CATG00000083580.1	18026	75931	CATG00000075931.1	152.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr5	56464917	56470206
806578	K562	19122	500263327	TAPT1-AS1	19122	500263327	TAPT1-AS1	152.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr4	16224787	16292042
808907	K562	18140	83598	CATG00000083598.1	19222	500272501	XXbac-BPG299F13.17	152.0	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr6	31366022	31371926
809103	K562	19228	500272894	RP5-1159O4.1	25317	500088387	DOCK9	152.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr13	99482527	99743712
809417	K562	18111	83332	CATG00000083332.1	32275	500181472	ZBTB2	152.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	8	active_like_non_bivalent	chr6	151694436	151716194
809737	K562	18111	83332	CATG00000083332.1	19222	500272501	XXbac-BPG299F13.17	152.0	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr6	31366022	31371926
809779	K562	18870	500248441	CTD-2536I1.1	31200	500168754	FAM178B	152.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr2	97559368	97655817
809981	K562	17424	15927	CATG00000015927.1	31169	500168461	RAB31	152.0	H3K27ac | H3K4me1 | H3K9ac | H3K9me3	4	active_like_non_bivalent	chr18	9809215	9815549
810782	K562	18417	109197	CATG00000109197.1	33839	500213085	CCDC19	152.0	H3K4me1	1	active_like_non_bivalent	chr1	159841342	159919530
811659	K562	17424	15927	CATG00000015927.1	18126	83553	CATG00000083553.1	152.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr6	32153244	32159697
812460	K562	17424	15927	CATG00000015927.1	33540	500204304	PBX2	152.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr6	32154278	32162730
812599	K562	18319	98900	CATG00000098900.1	18091	81246	CATG00000081246.1	152.0	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr5	131831068	131837500
813165	K562	18111	83332	CATG00000083332.1	18678	500231074	HCG18	152.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	8	active_like_non_bivalent	chr6	30248540	30298629
815857	K562	18111	83332	CATG00000083332.1	33946	500215421	ZNF407	152.0	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr18	72261607	72273823
819618	K562	17313	4001	CATG00000004001.1	33946	500215421	ZNF407	152.0	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr18	72261607	72273823
832902	K562	17993	72898	CATG00000072898.1	28933	500143126	CELSR2	152.0	DNase-HS | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	7	active_like_non_bivalent	chr1	109785651	109827427
833661	K562	17285	944	CATG00000000944.1	27496	500124140	SLC12A5	152.0	H3K4me1	1	active_like_non_bivalent	chr20	44646832	44685078
835307	K562	18967	500255197	RP11-750H9.5	23949	50881	CATG00000050881.1	152.0	DNase-HS | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	5	active_like_non_bivalent	chr2	185461577	185467196
836851	K562	18967	500255197	RP11-750H9.5	31362	500170396	ZNF804A	152.0	H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	4	active_like_non_bivalent	chr2	185459119	185464757
896251	K562	18270	93273	CATG00000093273.1	28559	500138190	EXOC6	152.0	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr10	94456126	94461206
806976	HepG2	18967	500255197	RP11-750H9.5	24817	500069399	BCL3	151.99	H3K4me1	1	active_like_non_bivalent	chr19	45236690	45263102
808070	K562	17724	43953	CATG00000043953.1	31106	500168066	SF1	151.99	H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr11	64528806	64551041
809742	K562	18173	87322	CATG00000087322.1	28233	500135250	SRPK2	151.99	H3K36me3 | H3K4me1 | H3K9me3	3	active_like_non_bivalent	chr7	104771778	104790594
809791	K562	18170	86800	CATG00000086800.1	27563	500124920	MYRF	151.99	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr11	61516609	61550690
811607	K562	17395	11720	CATG00000011720.1	25599	500100226	GTPBP1	151.99	H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	4	active_like_non_bivalent	chr22	39093625	39259016
811247	H1-hESC	17876	58904	CATG00000058904.1	25908	500103811	CTSH	151.01	H3K4me1	1	active_like_non_bivalent	chr15	79218592	79245386
819445	H1-hESC	18319	98900	CATG00000098900.1	31324	500169994	MYO7B	151.01	H3K4me1	1	active_like_non_bivalent	chr2	128289799	128294798
832799	H1-hESC	18870	500248441	CTD-2536I1.1	25044	500078295	ADCY2	151.01	DNase-HS | H3K27ac | H3K4me3 | H3K9me3	4	active_like_non_bivalent	chr5	7391255	7397789
806142	HepG2	18270	93273	CATG00000093273.1	31004	500167281	RBFOX3	151.01	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr17	77091275	77115228
807828	HepG2	18438	115498	CATG00000115498.1	18789	500237686	RP5-1120P11.1	151.01	H3K4me1	1	active_like_non_bivalent	chr6	43967701	44085377
811545	HepG2	18233	90176	CATG00000090176.1	18620	500228022	HCG20	151.01	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr6	30731103	30757423
819408	HepG2	17625	32626	CATG00000032626.1	29225	500146112	PPP1R18	151.01	DNase-HS | H3K27ac | H3K4me1	3	active_like_non_bivalent	chr6	30650380	30684063
819445	HepG2	18319	98900	CATG00000098900.1	31324	500169994	MYO7B	151.01	H3K4me1	1	active_like_non_bivalent	chr2	128289799	128294798
807638	K562	18213	88085	CATG00000088085.1	18162	86148	CATG00000086148.1	151.01	H3K4me1 | H3K9ac | H3K9me3	3	active_like_non_bivalent	chr6	138129259	138134258
807810	K562	18233	90176	CATG00000090176.1	26890	500115464	USP34	151.01	H3K27ac | H3K36me3	2	active_like_non_bivalent	chr2	61414694	61702427
807828	K562	18438	115498	CATG00000115498.1	18789	500237686	RP5-1120P11.1	151.01	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K9ac | H3K9me3	6	active_like_non_bivalent	chr6	43967701	44085377
809469	K562	18111	83332	CATG00000083332.1	23865	14806	CATG00000014806.1	151.01	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr13	50696288	50704959
810788	K562	18111	83332	CATG00000083332.1	18686	500231607	DLEU2	151.01	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr13	50698178	50708848
811247	K562	17876	58904	CATG00000058904.1	25908	500103811	CTSH	151.01	H3K27ac | H3K36me3 | H3K4me2 | H3K4me3	4	active_like_non_bivalent	chr15	79218592	79245386
811545	K562	18233	90176	CATG00000090176.1	18620	500228022	HCG20	151.01	H3K4me1 | H3K9ac	2	active_like_non_bivalent	chr6	30731103	30757423
819408	K562	17625	32626	CATG00000032626.1	29225	500146112	PPP1R18	151.01	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr6	30650380	30684063
806933	H1-hESC	18424	109909	CATG00000109909.1	34284	500249240	AC069368.3	151.0	H3K36me3 | H3K4me3	2	active_like_non_bivalent	chr15	65130159	65135614
807279	H1-hESC	18424	109909	CATG00000109909.1	34201	500241839	PLEKHO2	151.0	H3K36me3 | H3K4me3	2	active_like_non_bivalent	chr15	65130615	65142372
806933	HepG2	18424	109909	CATG00000109909.1	34284	500249240	AC069368.3	151.0	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr15	65130159	65135614
807146	HepG2	17979	70702	CATG00000070702.1	19132	500264589	MAPT-AS1	151.0	DNase-HS | H3K27ac | H3K4me1	3	active_like_non_bivalent	chr17	43970081	43976496
807147	HepG2	17979	70702	CATG00000070702.1	17616	31558	CATG00000031558.1	151.0	DNase-HS | H3K27ac | H3K4me1	3	active_like_non_bivalent	chr17	43970796	43975795
807279	HepG2	18424	109909	CATG00000109909.1	34201	500241839	PLEKHO2	151.0	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr15	65130615	65142372
807323	HepG2	18140	83598	CATG00000083598.1	29205	500145901	TNIP1	151.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me3	4	active_like_non_bivalent	chr5	150398806	150541557
809800	HepG2	18111	83332	CATG00000083332.1	25599	500100226	GTPBP1	151.0	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr22	39093625	39259016
811593	HepG2	17642	35185	CATG00000035185.1	32027	500178233	TMEM151B	151.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr6	44227930	44241741
812805	HepG2	18233	90176	CATG00000090176.1	17706	42601	CATG00000042601.1	151.0	H3K4me1	1	active_like_non_bivalent	chr2	43351601	43360479
813541	HepG2	17285	944	CATG00000000944.1	29410	500149488	TMC2	151.0	H3K4me1	1	active_like_non_bivalent	chr20	2535311	2540792
806933	K562	18424	109909	CATG00000109909.1	34284	500249240	AC069368.3	151.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr15	65130159	65135614
807279	K562	18424	109909	CATG00000109909.1	34201	500241839	PLEKHO2	151.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr15	65130615	65142372
807666	K562	18661	500230314	ELOVL2-AS1	33218	500197653	DNAH10	151.0	H3K27ac | H3K36me3	2	active_like_non_bivalent	chr12	123991982	123996981
809038	K562	18173	87322	CATG00000087322.1	23948	50657	CATG00000050657.1	151.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me3 | H3K9ac | H3K9me3	6	active_like_non_bivalent	chr2	171769880	171788932
809800	K562	18111	83332	CATG00000083332.1	25599	500100226	GTPBP1	151.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr22	39093625	39259016
809956	K562	18111	83332	CATG00000083332.1	30459	500163462	TRIM46	151.0	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr1	155138447	155157165
810404	K562	17724	43953	CATG00000043953.1	26925	500115604	IL18R1	151.0	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr2	102924488	102993941
812805	K562	18233	90176	CATG00000090176.1	17706	42601	CATG00000042601.1	151.0	DNase-HS | H3K27ac | H3K4me1 | H3K4me2	4	active_like_non_bivalent	chr2	43351601	43360479
818469	K562	17897	60862	CATG00000060862.1	18579	500225783	MIAT	151.0	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr22	27034749	27068439
820017	K562	17336	5914	CATG00000005914.1	17336	5914	CATG00000005914.1	151.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr11	66609312	66614311
807091	H1-hESC	18254	91921	CATG00000091921.1	31284	500169744	LDB2	150.99	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr4	16898530	16904229
807580	H1-hESC	18270	93273	CATG00000093273.1	29977	500157851	DPYSL5	150.99	DNase-HS | H3K27ac | H3K4me3	3	active_like_non_bivalent	chr2	27067176	27072500
808761	H1-hESC	18680	500231121	RP1-34H18.1	19206	500272078	RP4-734G22.3	150.99	H3K4me1	1	active_like_non_bivalent	chr1	10695766	10700765
807580	HepG2	18270	93273	CATG00000093273.1	29977	500157851	DPYSL5	150.99	DNase-HS | H3K27ac | H3K4me3	3	active_like_non_bivalent	chr2	27067176	27072500
808331	HepG2	17681	39607	CATG00000039607.1	31693	500173320	STOX2	150.99	H3K4me1	1	active_like_non_bivalent	chr4	184771079	184776078
809124	HepG2	18270	93273	CATG00000093273.1	33544	500204308	RNF5	150.99	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr6	32140526	32148807
810041	HepG2	18111	83332	CATG00000083332.1	31110	500168067	MAP4K2	150.99	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr11	64555578	64574163
815344	HepG2	18774	500236790	LINC00299	25603	500100242	SUN2	150.99	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr22	39130830	39193648
806148	K562	17724	43953	CATG00000043953.1	26285	500108175	ZMIZ1	150.99	H3K27ac | H3K36me3 | H3K9ac | H3K9me3	4	active_like_non_bivalent	chr10	80825187	81067539
806149	K562	17857	57783	CATG00000057783.1	23841	3445	CATG00000003445.1	150.99	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr11	92919417	92932262
808389	K562	18270	93273	CATG00000093273.1	33456	500198954	KIAA1279	150.99	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	8	active_like_non_bivalent	chr10	70745060	70772205
809124	K562	18270	93273	CATG00000093273.1	33544	500204308	RNF5	150.99	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	7	active_like_non_bivalent	chr6	32140526	32148807
809233	K562	18140	83598	CATG00000083598.1	25575	500100150	DEPDC5	150.99	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr22	32146129	32270820
812888	K562	18111	83332	CATG00000083332.1	34193	500241549	GUSBP2	150.99	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr6	26923127	26928126
815344	K562	18774	500236790	LINC00299	25603	500100242	SUN2	150.99	DNase-HS | H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr22	39130830	39193648
817228	K562	17993	72898	CATG00000072898.1	24066	92952	CATG00000092952.1	150.99	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr7	86684856	86690720
806756	H1-hESC	18680	500231121	RP1-34H18.1	19175	500268518	CTD-2545M3.8	150.01	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr19	50989288	51008649
812787	H1-hESC	17483	21187	CATG00000021187.1	34030	500226979	LTA	150.01	H3K4me1 | H3K4me3	2	active_like_non_bivalent	chr6	31532122	31541566
807846	HepG2	18173	87322	CATG00000087322.1	28250	500135423	GLS2	150.01	H3K4me1	1	active_like_non_bivalent	chr12	56869330	56885643
810391	HepG2	18438	115498	CATG00000115498.1	34055	500229097	CALM2P2	150.01	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr10	71919037	71924888
812475	HepG2	18319	98900	CATG00000098900.1	18620	500228022	HCG20	150.01	H3K4me1	1	active_like_non_bivalent	chr6	30731103	30757423
812787	HepG2	17483	21187	CATG00000021187.1	34030	500226979	LTA	150.01	H3K27ac | H3K4me1 | H3K4me3	3	active_like_non_bivalent	chr6	31532122	31541566
808452	K562	18140	83598	CATG00000083598.1	34268	500248167	TRIM39-RPP21	150.01	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	8	active_like_non_bivalent	chr6	30290281	30298821
809656	K562	18268	93058	CATG00000093058.1	31200	500168754	FAM178B	150.01	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr2	97559368	97655817
810221	K562	18174	87401	CATG00000087401.1	33136	500197183	C20orf112	150.01	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr20	31033706	31177102
810391	K562	18438	115498	CATG00000115498.1	34055	500229097	CALM2P2	150.01	DNase-HS | H3K36me3 | H3K4me1 | H3K9ac	4	active_like_non_bivalent	chr10	71919037	71924888
812475	K562	18319	98900	CATG00000098900.1	18620	500228022	HCG20	150.01	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr6	30731103	30757423
855253	K562	17969	68938	CATG00000068938.1	18729	500234261	RP11-146I2.1	150.01	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr6	15077640	15094118
806206	H1-hESC	18270	93273	CATG00000093273.1	26309	500108379	WNT3	150.0	H3K4me3	1	active_like_non_bivalent	chr17	44847360	44914487
810319	H1-hESC	18111	83332	CATG00000083332.1	30942	500166822	TMEM170A	150.0	DNase-HS | H3K27ac	2	active_like_non_bivalent	chr16	75493018	75554678
811253	H1-hESC	18111	83332	CATG00000083332.1	17642	35185	CATG00000035185.1	150.0	DNase-HS | H3K27ac | H3K4me3	3	active_like_non_bivalent	chr18	12880451	12885924
869872	H1-hESC	18268	93058	CATG00000093058.1	31284	500169744	LDB2	150.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr4	16898530	16904229
806200	HepG2	18083	80429	CATG00000080429.1	28002	500132535	DLG4	150.0	H3K4me1	1	active_like_non_bivalent	chr17	7092553	7159603
806202	HepG2	18967	500255197	RP11-750H9.5	17841	56762	CATG00000056762.1	150.0	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr21	34774072	34779071
806206	HepG2	18270	93273	CATG00000093273.1	26309	500108379	WNT3	150.0	H3K4me1 | H3K4me3	2	active_like_non_bivalent	chr17	44847360	44914487
809267	HepG2	18111	83332	CATG00000083332.1	33370	500198604	BAZ1A	150.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr14	35229710	35348066
810319	HepG2	18111	83332	CATG00000083332.1	30942	500166822	TMEM170A	150.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr16	75493018	75554678
811253	HepG2	18111	83332	CATG00000083332.1	17642	35185	CATG00000035185.1	150.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me3	4	active_like_non_bivalent	chr18	12880451	12885924
811304	HepG2	18967	500255197	RP11-750H9.5	34383	500258484	SPESP1	150.0	H3K4me1	1	active_like_non_bivalent	chr15	69219365	69224364
812892	HepG2	17540	25410	CATG00000025410.1	33555	500204351	SKIV2L	150.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr6	31901617	31938341
813172	HepG2	18111	83332	CATG00000083332.1	27343	500120910	PPP3CC	150.0	H3K4me1	1	active_like_non_bivalent	chr8	22381448	22386447
814603	HepG2	18111	83332	CATG00000083332.1	17727	44539	CATG00000044539.1	150.0	DNase-HS | H3K27ac | H3K4me1	3	active_like_non_bivalent	chr2	128162373	128167372
823829	HepG2	18199	88030	CATG00000088030.1	24392	500026297	RNASET2	150.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr6	167344213	167386760
846294	HepG2	17776	49779	CATG00000049779.1	25559	500100092	SH3BP1	150.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr22	38027215	38047705
846718	HepG2	17308	3300	CATG00000003300.1	19132	500264589	MAPT-AS1	150.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr17	43970081	43976496
855531	HepG2	18335	100676	CATG00000100676.1	30070	500158865	SLC5A11	150.0	H3K4me1	1	active_like_non_bivalent	chr16	24853785	24873810
806200	K562	18083	80429	CATG00000080429.1	28002	500132535	DLG4	150.0	H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr17	7092553	7159603
806202	K562	18967	500255197	RP11-750H9.5	17841	56762	CATG00000056762.1	150.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr21	34774072	34779071
806205	K562	18270	93273	CATG00000093273.1	29835	500155970	MICU3	150.0	DNase-HS | H3K4me3 | H3K9ac	3	active_like_non_bivalent	chr8	16881271	16969792
806206	K562	18270	93273	CATG00000093273.1	26309	500108379	WNT3	150.0	H3K4me1 | H3K9me3	2	active_like_non_bivalent	chr17	44847360	44914487
807608	K562	17540	25410	CATG00000025410.1	24009	73317	CATG00000073317.1	150.0	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr4	106065460	106072086
807680	K562	18140	83598	CATG00000083598.1	30911	500166501	PRKCB	150.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	8	active_like_non_bivalent	chr16	23843805	23850199
809267	K562	18111	83332	CATG00000083332.1	33370	500198604	BAZ1A	150.0	H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr14	35229710	35348066
811253	K562	18111	83332	CATG00000083332.1	17642	35185	CATG00000035185.1	150.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr18	12880451	12885924
812184	K562	18121	83447	CATG00000083447.1	25991	500104783	KCNN4	150.0	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr19	44272479	44293519
812277	K562	18111	83332	CATG00000083332.1	29114	500144848	ATG3	150.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr3	112253950	112284659
812820	K562	19134	500265148	BZRAP1-AS1	29799	500155629	PIK3AP1	150.0	H3K4me2 | H3K4me3 | H3K9ac	3	active_like_non_bivalent	chr10	98376996	98483771
812892	K562	17540	25410	CATG00000025410.1	33555	500204351	SKIV2L	150.0	H3K36me3 | H3K4me3	2	active_like_non_bivalent	chr6	31901617	31938341
817211	K562	18712	500233061	TTLL7-IT1	32048	500178665	ZNF713	150.0	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr7	55951650	55981876
817212	K562	18712	500233061	TTLL7-IT1	34291	500249773	MRPS17	150.0	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr7	55951650	55956649
817658	K562	18111	83332	CATG00000083332.1	25482	500095794	CREM	150.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr10	35412275	35486330
846294	K562	17776	49779	CATG00000049779.1	25559	500100092	SH3BP1	150.0	DNase-HS | H3K27ac | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr22	38027215	38047705
855319	K562	18758	500235919	ASH1L-AS1	18127	83556	CATG00000083556.1	150.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr6	32157015	32162014
855531	K562	18335	100676	CATG00000100676.1	30070	500158865	SLC5A11	150.0	H3K4me1	1	active_like_non_bivalent	chr16	24853785	24873810
