trait_name	candidate_lncRNA	species	candidate_target_count	high_affinity_edges	mean_ba	max_ba	best_edge_conservation_count	rewiring_label	epigenomic_support_class	prioritization_note
Abnormality of the nervous system	CATG00000045084.1	human	3	0	55.333333	57.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000049697.1	human	3	0	62.333333	79.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000052248.1	human	3	0	57.6	62.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000057258.1	human	3	0	65.571429	95.0	1	species_specific	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000060349.1	human	3	0	70.0	84.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000063738.1	human	3	0	63.333333	78.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000069206.1	human	3	0	58.333333	62.0	1	species_specific	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000069727.1	human	3	0	53.0	56.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000074170.1	human	3	0	62.0	73.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000075669.1	human	3	0	58.666667	63.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000077537.1	human	3	0	65.333333	72.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000078477.1	human	3	0	55.75	63.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000079593.1	human	3	0	51.666667	52.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000081807.1	human	3	0	58.333333	69.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000082845.1	human	3	0	87.996667	89.99	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000087586.1	human	3	0	79.67	92.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000087800.1	human	3	0	61.0	63.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000087923.1	human	3	0	52.333333	54.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000090697.1	human	3	0	55.0	65.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000090795.1	human	3	0	61.0	68.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000106133.1	human	3	0	70.833333	80.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000115496.1	human	3	0	57.25	62.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000115951.1	human	3	0	68.666667	72.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CTD-2201E18.3	human	3	0	82.67	94.01	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	HLA-DQB1-AS1	human	3	0	53.666667	59.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	HCG20	human	3	0	56.666667	57.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	ITPKB-IT1	human	3	0	54.0	60.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-281A20.2	human	3	0	52.333333	53.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-5P4.1	human	3	0	60.666667	63.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP5-1073O3.2	human	3	0	59.75	67.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP1-249F5.3	human	3	0	51.333333	53.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-325F22.2	human	3	0	55.0	62.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC008697.1	human	3	0	66.203	76.01	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-714L20.1	human	3	0	73.67	96.01	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-10J21.5	human	3	0	54.0	57.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-662M24.2	human	3	0	56.333333	62.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-327F22.1	human	3	0	58.333333	62.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	MIR144	human	3	0	53.666667	56.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC061992.2	human	3	0	59.333333	61.0	1	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000024264.1	human	3	0	61.333333	67.0	0	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000083626.1	human	3	0	65.666667	67.0	0	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000090872.1	human	3	0	77.33	86.0	0	rewired	other	3 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000019710.1	human	2	3	102.717143	195.01	2	conserved	bivalent_like	2 targets; 3 high-affinity edges; bivalent_like context
Abnormality of the nervous system	CATG00000009163.1	human	2	2	78.25	112.0	2	conserved	bivalent_like	2 targets; 2 high-affinity edges; bivalent_like context
Abnormality of the nervous system	CATG00000072024.1	human	2	2	77.89	117.99	1	rewired	active_like	2 targets; 2 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000010504.1	human	2	1	79.267333	161.0	3	conserved	bivalent_like	2 targets; 1 high-affinity edges; bivalent_like context
Abnormality of the nervous system	CATG00000014362.1	human	2	1	101.5	127.0	3	conserved	active_like	2 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000046162.1	human	2	1	79.165	100.99	3	conserved	other	2 targets; 1 high-affinity edges; other context
Abnormality of the nervous system	CATG00000106066.1	human	2	1	77.554444	145.99	3	conserved	active_like	2 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000039087.1	human	2	1	83.0	131.0	2	conserved	active_like	2 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000057783.1	human	2	1	85.995	118.99	2	conserved	active_like	2 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000058300.1	human	2	1	73.572857	127.01	2	conserved	bivalent_like	2 targets; 1 high-affinity edges; bivalent_like context
Abnormality of the nervous system	CATG00000099437.1	human	2	1	69.2475	101.99	2	conserved	bivalent_like	2 targets; 1 high-affinity edges; bivalent_like context
Abnormality of the nervous system	LINC00319	human	2	1	84.598	123.0	2	conserved	other	2 targets; 1 high-affinity edges; other context
Abnormality of the nervous system	AF213884.2	human	2	1	95.495	124.99	2	conserved	active_like	2 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000057187.1	human	2	1	104.505	117.0	1	rewired	other	2 targets; 1 high-affinity edges; other context
Abnormality of the nervous system	CATG00000116615.1	human	2	1	87.0	104.0	0	rewired	active_like	2 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000010279.1	human	2	0	54.6	60.0	4	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000023542.1	human	2	0	66.399	81.99	4	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000047017.1	human	2	0	64.200667	90.0	4	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-271M24.2	human	2	0	57.25	71.0	4	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000000370.1	human	2	0	67.333333	78.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000010710.1	human	2	0	75.0	84.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000013475.1	human	2	0	62.333333	79.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000014356.1	human	2	0	63.5	66.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000025575.1	human	2	0	82.5	93.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000028183.1	human	2	0	57.5	70.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000046013.1	human	2	0	50.5	51.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000063194.1	human	2	0	68.8	95.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000069305.1	human	2	0	61.0	64.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000079793.1	human	2	0	69.0	71.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000104367.1	human	2	0	55.5	60.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000108665.1	human	2	0	76.891111	97.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC004041.2	human	2	0	67.5	76.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP4-781K5.4	human	2	0	64.91	86.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC093609.1	human	2	0	59.5	68.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AP001058.3	human	2	0	66.0	79.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP5-908M14.5	human	2	0	60.5	61.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	JAZF1-AS1	human	2	0	67.57	87.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-356I2.1	human	2	0	52.5	54.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC097662.2	human	2	0	68.166667	87.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP4-728D4.2	human	2	0	76.0	87.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-286E11.1	human	2	0	64.0	74.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RN7SKP283	human	2	0	55.5	59.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	PRSS51	human	2	0	55.0	58.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-424N24.2	human	2	0	65.2	76.0	3	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000006127.1	human	2	0	73.0	90.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000013492.1	human	2	0	65.001667	81.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000022826.1	human	2	0	52.666667	54.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000024823.1	human	2	0	64.223333	94.01	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000025046.1	human	2	0	57.0	72.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000028998.1	human	2	0	60.505	63.01	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000033444.1	human	2	0	75.0	94.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000036566.1	human	2	0	52.5	53.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000038610.1	human	2	0	54.0	55.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000038739.1	human	2	0	63.5	70.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000053605.1	human	2	0	61.668333	70.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000053704.1	human	2	0	95.505	97.01	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000055229.1	human	2	0	87.495	97.99	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000057408.1	human	2	0	59.0	62.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000059204.1	human	2	0	56.5	57.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000066639.1	human	2	0	52.5	54.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000074492.1	human	2	0	59.5	63.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000075670.1	human	2	0	56.0	58.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000076960.1	human	2	0	70.555556	98.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000078081.1	human	2	0	52.5	54.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000079607.1	human	2	0	58.0	65.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000083361.1	human	2	0	61.333333	71.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000083624.1	human	2	0	53.666667	62.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000088207.1	human	2	0	55.5	56.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000092705.1	human	2	0	76.005	78.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000093917.1	human	2	0	55.0	57.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000098989.1	human	2	0	54.0	56.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000102490.1	human	2	0	53.0	55.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000104069.1	human	2	0	70.995	87.99	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000104622.1	human	2	0	62.7525	79.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000106819.1	human	2	0	69.0	74.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000113378.1	human	2	0	62.0	70.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000117746.1	human	2	0	59.0	61.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000118295.1	human	2	0	73.005	75.01	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000118299.1	human	2	0	68.0	72.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	NAALADL2-AS2	human	2	0	69.0	87.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-63N8.3	human	2	0	59.0	60.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	FAM83C-AS1	human	2	0	68.005	74.01	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-526P5.2	human	2	0	62.333333	71.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-472N13.3	human	2	0	53.0	55.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-531H8.2	human	2	0	53.0	55.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-535A19.2	human	2	0	74.0	76.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	MIR381HG	human	2	0	52.0	52.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-50C13.2	human	2	0	64.75125	78.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-217B1.2	human	2	0	54.6	60.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-65J21.3	human	2	0	72.5	80.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CTB-50L17.7	human	2	0	56.0	62.0	2	conserved	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000001093.1	human	2	0	72.495	90.99	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000004005.1	human	2	0	52.0	53.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000007931.1	human	2	0	70.995	82.99	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000008961.1	human	2	0	61.402	74.01	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000014359.1	human	2	0	68.495	82.99	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000019062.1	human	2	0	56.0	57.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000019861.1	human	2	0	59.0	61.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000027285.1	human	2	0	57.0	57.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000030623.1	human	2	0	54.5	57.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000037317.1	human	2	0	57.5	60.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000038550.1	human	2	0	64.666667	72.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000040459.1	human	2	0	57.336667	63.01	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000048657.1	human	2	0	55.666667	59.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000054684.1	human	2	0	62.5	66.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000059985.1	human	2	0	64.0	68.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000064202.1	human	2	0	55.0	56.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000064482.1	human	2	0	53.5	57.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000064485.1	human	2	0	58.5	63.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000067103.1	human	2	0	57.5	61.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000068251.1	human	2	0	72.333333	84.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000075667.1	human	2	0	57.0	60.0	1	species_specific	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000078836.1	human	2	0	52.666667	54.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000083581.1	human	2	0	61.495	69.99	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000087824.1	human	2	0	53.0	54.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000087834.1	human	2	0	62.005	73.01	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000088026.1	human	2	0	72.495	78.99	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000088077.1	human	2	0	56.0	60.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000095001.1	human	2	0	61.8	99.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000100857.1	human	2	0	58.0	59.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000109559.1	human	2	0	57.0	63.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000118063.1	human	2	0	66.505	83.01	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC025171.1	human	2	0	63.0	69.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-298E9.6	human	2	0	53.0	58.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP4-781K5.2	human	2	0	50.75	51.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	GS1-122H1.2	human	2	0	56.0	60.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC144521.1	human	2	0	60.5	67.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-84D1.1	human	2	0	53.0	55.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP4-684O24.5	human	2	0	52.0	53.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC073046.25	human	2	0	52.0	54.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	MYO16-AS1	human	2	0	56.0	56.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-305L7.3	human	2	0	51.5	53.0	1	species_specific	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC116366.5	human	2	0	52.5	54.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-588P8.1	human	2	0	54.4	67.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CTA-392E5.1	human	2	0	52.0	53.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-317J10.2	human	2	0	87.0	87.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP3-473L9.4	human	2	0	53.5	56.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-665C16.6	human	2	0	51.0	51.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-507K2.3	human	2	0	51.5	52.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-519G16.3	human	2	0	64.666667	84.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-473C18.3	human	2	0	57.0	57.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RN7SL600P	human	2	0	51.5	53.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC010504.2	human	2	0	54.0	56.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CTC-459F4.3	human	2	0	70.090909	80.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP1-313I6.12	human	2	0	58.0	64.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-755B10.4	human	2	0	53.5	55.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AP001437.1	human	2	0	59.5	69.0	1	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000031189.1	human	2	0	79.0	93.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000049487.1	human	2	0	54.0	55.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000056029.1	human	2	0	62.0	63.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000064591.1	human	2	0	73.5	78.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000072159.1	human	2	0	66.0	77.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000073625.1	human	2	0	57.0	62.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000081224.1	human	2	0	68.0	80.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000097905.1	human	2	0	51.5	53.0	0	species_specific	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-263K19.4	human	2	0	56.0	56.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP5-1011O1.2	human	2	0	57.5	61.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	AC010883.5	human	2	0	53.5	54.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-973H7.1	human	2	0	71.505	74.01	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	RP11-1151B14.4	human	2	0	60.5	69.0	0	rewired	other	2 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000034324.1	human	1	1	67.668333	104.01	2	conserved	other	1 targets; 1 high-affinity edges; other context
Abnormality of the nervous system	CATG00000066599.1	human	1	1	120.0	120.0	2	conserved	active_like	1 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000087827.1	human	1	1	135.0	135.0	1	rewired	other	1 targets; 1 high-affinity edges; other context
Abnormality of the nervous system	CATG00000012346.1	human	1	1	103.0	103.0	0	rewired	active_like	1 targets; 1 high-affinity edges; active_like context
Abnormality of the nervous system	CATG00000005529.1	human	1	0	52.75	54.0	3	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000016698.1	human	1	0	78.0	78.0	3	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000079334.1	human	1	0	71.0	71.0	3	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000087044.1	human	1	0	73.0	73.0	3	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	PVT1	human	1	0	63.4	86.0	3	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000002334.1	human	1	0	62.0	62.0	2	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000005608.1	human	1	0	76.01	76.01	2	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000008117.1	human	1	0	78.0	78.0	2	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000010476.1	human	1	0	54.0	54.0	2	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000011109.1	human	1	0	56.0	56.0	2	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000038834.1	human	1	0	68.0	68.0	2	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000042805.1	human	1	0	54.0	54.0	2	conserved	other	1 targets; 0 high-affinity edges; other context
Abnormality of the nervous system	CATG00000044216.1	human	1	0	61.0	61.0	2	conserved	other	1 targets; 0 high-affinity edges; other context
