core_id	gene_type	canonical_symbol	human_ensembl_id	human	chimp	macaque	marmoset	conservation_label	conservation_count
77524	protein_coding	CATG00000077524.1	CATG00000077524	1	0	0	0	1000	1
77525	lncRNA	CATG00000077525.1	CATG00000077525.1	1	0	0	0	1000	1
77532	lncRNA	CATG00000077532.1	CATG00000077532.1	1	1	1	0	1110	3
77537	lncRNA	CATG00000077537.1	CATG00000077537.1	1	1	1	0	1110	3
77543	lncRNA	CATG00000077543.1	CATG00000077543.1	1	1	1	0	1110	3
77556	protein_coding	CATG00000077556.1	CATG00000077556	1	0	0	0	1000	1
77557	lncRNA	CATG00000077557.1	CATG00000077557.1	1	1	0	0	1100	2
77563	lncRNA	CATG00000077563.1	CATG00000077563.1	1	1	0	0	1100	2
77568	lncRNA	CATG00000077568.1	CATG00000077568.1	1	1	1	0	1110	3
77624	lncRNA	CATG00000077624.1	CATG00000077624.1	1	0	1	0	1010	2
77705	lncRNA	CATG00000077705.1	CATG00000077705.1	1	1	1	1	1111	4
77763	lncRNA	CATG00000077763.1	CATG00000077763.1	1	1	1	1	1111	4
77822	lncRNA	CATG00000077822.1	CATG00000077822.1	1	1	1	1	1111	4
77862	lncRNA	CATG00000077862.1	CATG00000077862.1	1	1	1	1	1111	4
77901	lncRNA	CATG00000077901.1	CATG00000077901.1	1	1	1	1	1111	4
78081	lncRNA	CATG00000078081.1	CATG00000078081.1	1	1	1	1	1111	4
78082	lncRNA	CATG00000078082.1	CATG00000078082.1	1	1	1	1	1111	4
78085	lncRNA	CATG00000078085.1	CATG00000078085.1	1	1	1	1	1111	4
78238	lncRNA	CATG00000078238.1	CATG00000078238.1	1	1	1	1	1111	4
78399	lncRNA	CATG00000078399.1	CATG00000078399.1	1	1	1	1	1111	4
78477	lncRNA	CATG00000078477.1	CATG00000078477.1	1	1	1	0	1110	3
78727	protein_coding	CATG00000078727.1	CATG00000078727	1	0	0	0	1000	1
78836	lncRNA	CATG00000078836.1	CATG00000078836.1	1	1	1	0	1110	3
79015	protein_coding	CATG00000079015.1	CATG00000079015	1	0	0	0	1000	1
79027	lncRNA	CATG00000079027.1	CATG00000079027.1	1	1	1	1	1111	4
79057	protein_coding	CATG00000079057.1	CATG00000079057	1	0	0	0	1000	1
79065	protein_coding	CATG00000079065.1	CATG00000079065	1	0	0	0	1000	1
79107	lncRNA	CATG00000079107.1	CATG00000079107.1	1	0	0	0	1000	1
79334	lncRNA	CATG00000079334.1	CATG00000079334.1	1	1	1	1	1111	4
79506	lncRNA	CATG00000079506.1	CATG00000079506.1	1	0	1	0	1010	2
79593	lncRNA	CATG00000079593.1	CATG00000079593.1	1	0	1	0	1010	2
79596	lncRNA	CATG00000079596.1	CATG00000079596.1	1	0	1	0	1010	2
79597	lncRNA	CATG00000079597.1	CATG00000079597.1	1	0	1	0	1010	2
79598	lncRNA	CATG00000079598.1	CATG00000079598.1	1	0	1	0	1010	2
79607	lncRNA	CATG00000079607.1	CATG00000079607.1	1	0	1	0	1010	2
79611	lncRNA	CATG00000079611.1	CATG00000079611.1	1	0	1	0	1010	2
79612	lncRNA	CATG00000079612.1	CATG00000079612.1	1	0	1	0	1010	2
79615	lncRNA	CATG00000079615.1	CATG00000079615.1	1	0	1	0	1010	2
79662	lncRNA	CATG00000079662.1	CATG00000079662.1	1	0	1	0	1010	2
79667	protein_coding	CATG00000079667.1	CATG00000079667	1	0	0	0	1000	1
79793	lncRNA	CATG00000079793.1	CATG00000079793.1	1	0	1	1	1011	3
79815	lncRNA	CATG00000079815.1	CATG00000079815.1	1	1	1	1	1111	4
79825	lncRNA	CATG00000079825.1	CATG00000079825.1	1	1	1	1	1111	4
79883	lncRNA	CATG00000079883.1	CATG00000079883.1	1	0	0	0	1000	1
79979	lncRNA	CATG00000079979.1	CATG00000079979.1	1	0	1	0	1010	2
80069	protein_coding	CATG00000080069.1	CATG00000080069	1	0	0	0	1000	1
80218	lncRNA	CATG00000080218.1	CATG00000080218.1	1	1	1	1	1111	4
80231	lncRNA	CATG00000080231.1	CATG00000080231.1	1	0	1	0	1010	2
80233	lncRNA	CATG00000080233.1	CATG00000080233.1	1	1	1	0	1110	3
80377	lncRNA	CATG00000080377.1	CATG00000080377.1	1	1	0	1	1101	3
80416	lncRNA	CATG00000080416.1	CATG00000080416.1	1	0	1	0	1010	2
80429	lncRNA	CATG00000080429.1	CATG00000080429.1	1	0	1	0	1010	2
80486	lncRNA	CATG00000080486.1	CATG00000080486.1	1	0	1	0	1010	2
80572	lncRNA	CATG00000080572.1	CATG00000080572.1	1	0	1	0	1010	2
80797	lncRNA	CATG00000080797.1	CATG00000080797.1	1	1	1	0	1110	3
80821	lncRNA	CATG00000080821.1	CATG00000080821.1	1	1	1	1	1111	4
80878	lncRNA	CATG00000080878.1	CATG00000080878.1	1	1	0	1	1101	3
81067	lncRNA	CATG00000081067.1	CATG00000081067.1	1	1	1	0	1110	3
81224	lncRNA	CATG00000081224.1	CATG00000081224.1	1	1	1	0	1110	3
81246	lncRNA	CATG00000081246.1	CATG00000081246.1	1	1	1	0	1110	3
81437	lncRNA	CATG00000081437.1	CATG00000081437.1	1	1	1	1	1111	4
81639	protein_coding	CATG00000081639.1	CATG00000081639	1	0	0	0	1000	1
81694	lncRNA	CATG00000081694.1	CATG00000081694.1	1	1	1	1	1111	4
81807	lncRNA	CATG00000081807.1	CATG00000081807.1	1	1	1	0	1110	3
81953	lncRNA	CATG00000081953.1	CATG00000081953.1	1	1	1	0	1110	3
82073	lncRNA	CATG00000082073.1	CATG00000082073.1	1	1	1	0	1110	3
82156	lncRNA	CATG00000082156.1	CATG00000082156.1	1	1	1	0	1110	3
82298	protein_coding	CATG00000082298.1	CATG00000082298	1	0	0	0	1000	1
82306	lncRNA	CATG00000082306.1	CATG00000082306.1	1	1	1	0	1110	3
82365	lncRNA	CATG00000082365.1	CATG00000082365.1	1	1	1	0	1110	3
82558	lncRNA	CATG00000082558.1	CATG00000082558.1	1	1	0	0	1100	2
82843	lncRNA	CATG00000082843.1	CATG00000082843.1	1	1	1	0	1110	3
82845	lncRNA	CATG00000082845.1	CATG00000082845.1	1	1	1	1	1111	4
82898	lncRNA	CATG00000082898.1	CATG00000082898.1	1	1	1	0	1110	3
82943	lncRNA	CATG00000082943.1	CATG00000082943.1	1	1	1	0	1110	3
83162	lncRNA	CATG00000083162.1	CATG00000083162.1	1	1	1	0	1110	3
83164	lncRNA	CATG00000083164.1	CATG00000083164.1	1	1	1	0	1110	3
83238	lncRNA	CATG00000083238.1	CATG00000083238.1	1	1	1	0	1110	3
83244	lncRNA	CATG00000083244.1	CATG00000083244.1	1	1	1	0	1110	3
83264	lncRNA	CATG00000083264.1	CATG00000083264.1	1	1	1	0	1110	3
83282	lncRNA	CATG00000083282.1	CATG00000083282.1	1	1	1	0	1110	3
83332	lncRNA	CATG00000083332.1	CATG00000083332.1	1	1	1	0	1110	3
83346	lncRNA	CATG00000083346.1	CATG00000083346.1	1	1	1	0	1110	3
83347	lncRNA	CATG00000083347.1	CATG00000083347.1	1	1	1	0	1110	3
83348	lncRNA	CATG00000083348.1	CATG00000083348.1	1	1	1	1	1111	4
83349	lncRNA	CATG00000083349.1	CATG00000083349.1	1	1	1	0	1110	3
83353	lncRNA	CATG00000083353.1	CATG00000083353.1	1	1	1	0	1110	3
83355	lncRNA	CATG00000083355.1	CATG00000083355.1	1	1	1	0	1110	3
83361	lncRNA	CATG00000083361.1	CATG00000083361.1	1	1	1	0	1110	3
83438	lncRNA	CATG00000083438.1	CATG00000083438.1	1	1	1	1	1111	4
83443	protein_coding	CATG00000083443.1	CATG00000083443	1	0	0	0	1000	1
83445	lncRNA	CATG00000083445.1	CATG00000083445.1	1	1	0	0	1100	2
83447	lncRNA	CATG00000083447.1	CATG00000083447.1	1	1	0	0	1100	2
83462	lncRNA	CATG00000083462.1	CATG00000083462.1	1	1	0	1	1101	3
83478	lncRNA	CATG00000083478.1	CATG00000083478.1	1	1	1	0	1110	3
83504	protein_coding	CATG00000083504.1	CATG00000083504	1	0	0	0	1000	1
83521	protein_coding	CATG00000083521.1	CATG00000083521	1	0	0	0	1000	1
83522	lncRNA	CATG00000083522.1	CATG00000083522.1	1	1	1	1	1111	4
83550	lncRNA	CATG00000083550.1	CATG00000083550.1	1	1	1	1	1111	4
83553	lncRNA	CATG00000083553.1	CATG00000083553.1	1	1	1	1	1111	4
83556	lncRNA	CATG00000083556.1	CATG00000083556.1	1	1	1	1	1111	4
83557	lncRNA	CATG00000083557.1	CATG00000083557.1	1	1	1	1	1111	4
83570	lncRNA	CATG00000083570.1	CATG00000083570.1	1	1	0	0	1100	2
83573	lncRNA	CATG00000083573.1	CATG00000083573.1	1	1	0	1	1101	3
83574	lncRNA	CATG00000083574.1	CATG00000083574.1	1	1	1	1	1111	4
83575	lncRNA	CATG00000083575.1	CATG00000083575.1	1	1	1	1	1111	4
83577	lncRNA	CATG00000083577.1	CATG00000083577.1	1	1	0	1	1101	3
83579	lncRNA	CATG00000083579.1	CATG00000083579.1	1	1	0	0	1100	2
83580	lncRNA	CATG00000083580.1	CATG00000083580.1	1	1	0	1	1101	3
83581	lncRNA	CATG00000083581.1	CATG00000083581.1	1	1	1	1	1111	4
83589	lncRNA	CATG00000083589.1	CATG00000083589.1	1	1	1	1	1111	4
83592	lncRNA	CATG00000083592.1	CATG00000083592.1	1	1	1	0	1110	3
83596	lncRNA	CATG00000083596.1	CATG00000083596.1	1	1	0	1	1101	3
83598	lncRNA	CATG00000083598.1	CATG00000083598.1	1	1	1	1	1111	4
83609	lncRNA	CATG00000083609.1	CATG00000083609.1	1	1	1	1	1111	4
83614	lncRNA	CATG00000083614.1	CATG00000083614.1	1	1	1	1	1111	4
83624	lncRNA	CATG00000083624.1	CATG00000083624.1	1	1	0	0	1100	2
83626	lncRNA	CATG00000083626.1	CATG00000083626.1	1	1	1	1	1111	4
83629	lncRNA	CATG00000083629.1	CATG00000083629.1	1	1	1	0	1110	3
83638	protein_coding	CATG00000083638.1	CATG00000083638	1	0	0	0	1000	1
83669	lncRNA	CATG00000083669.1	CATG00000083669.1	1	1	0	0	1100	2
83874	protein_coding	CATG00000083874.1	CATG00000083874	1	0	0	0	1000	1
83913	protein_coding	CATG00000083913.1	CATG00000083913	1	0	0	0	1000	1
84292	lncRNA	CATG00000084292.1	CATG00000084292.1	1	1	1	1	1111	4
84695	lncRNA	CATG00000084695.1	CATG00000084695.1	1	1	0	1	1101	3
84711	lncRNA	CATG00000084711.1	CATG00000084711.1	1	1	1	1	1111	4
84841	protein_coding	CATG00000084841.1	CATG00000084841	1	0	0	0	1000	1
84842	lncRNA	CATG00000084842.1	CATG00000084842.1	1	1	1	1	1111	4
84929	lncRNA	CATG00000084929.1	CATG00000084929.1	1	1	0	0	1100	2
85011	protein_coding	CATG00000085011.1	CATG00000085011	1	0	0	0	1000	1
85274	lncRNA	CATG00000085274.1	CATG00000085274.1	1	1	0	0	1100	2
85288	lncRNA	CATG00000085288.1	CATG00000085288.1	1	1	0	1	1101	3
85291	lncRNA	CATG00000085291.1	CATG00000085291.1	1	1	0	1	1101	3
85339	protein_coding	CATG00000085339.1	CATG00000085339	1	0	0	0	1000	1
85605	lncRNA	CATG00000085605.1	CATG00000085605.1	1	1	0	0	1100	2
85616	lncRNA	CATG00000085616.1	CATG00000085616.1	1	1	0	1	1101	3
85700	protein_coding	CATG00000085700.1	CATG00000085700	1	0	0	0	1000	1
85737	lncRNA	CATG00000085737.1	CATG00000085737.1	1	1	0	1	1101	3
85848	lncRNA	CATG00000085848.1	CATG00000085848.1	1	1	0	1	1101	3
85904	lncRNA	CATG00000085904.1	CATG00000085904.1	1	1	0	1	1101	3
85917	lncRNA	CATG00000085917.1	CATG00000085917.1	1	1	0	0	1100	2
86133	lncRNA	CATG00000086133.1	CATG00000086133.1	1	1	0	1	1101	3
86148	lncRNA	CATG00000086148.1	CATG00000086148.1	1	1	0	1	1101	3
86150	lncRNA	CATG00000086150.1	CATG00000086150.1	1	1	0	1	1101	3
86152	lncRNA	CATG00000086152.1	CATG00000086152.1	1	1	0	1	1101	3
86155	lncRNA	CATG00000086155.1	CATG00000086155.1	1	1	0	1	1101	3
86459	lncRNA	CATG00000086459.1	CATG00000086459.1	1	1	0	0	1100	2
86506	lncRNA	CATG00000086506.1	CATG00000086506.1	1	1	0	1	1101	3
86749	lncRNA	CATG00000086749.1	CATG00000086749.1	1	1	1	1	1111	4
86753	lncRNA	CATG00000086753.1	CATG00000086753.1	1	1	1	1	1111	4
86800	lncRNA	CATG00000086800.1	CATG00000086800.1	1	1	1	0	1110	3
86814	lncRNA	CATG00000086814.1	CATG00000086814.1	1	1	1	1	1111	4
86911	protein_coding	CATG00000086911.1	CATG00000086911	1	0	0	0	1000	1
87044	lncRNA	CATG00000087044.1	CATG00000087044.1	1	1	1	1	1111	4
87050	protein_coding	CATG00000087050.1	CATG00000087050	1	0	0	0	1000	1
87051	protein_coding	CATG00000087051.1	CATG00000087051	1	0	0	0	1000	1
87082	protein_coding	CATG00000087082.1	CATG00000087082	1	0	0	0	1000	1
87322	lncRNA	CATG00000087322.1	CATG00000087322.1	1	1	1	0	1110	3
87401	lncRNA	CATG00000087401.1	CATG00000087401.1	1	1	0	1	1101	3
87410	lncRNA	CATG00000087410.1	CATG00000087410.1	1	1	0	1	1101	3
87430	lncRNA	CATG00000087430.1	CATG00000087430.1	1	1	0	1	1101	3
87443	lncRNA	CATG00000087443.1	CATG00000087443.1	1	1	1	0	1110	3
87586	lncRNA	CATG00000087586.1	CATG00000087586.1	1	1	0	0	1100	2
87800	lncRNA	CATG00000087800.1	CATG00000087800.1	1	1	1	0	1110	3
87824	lncRNA	CATG00000087824.1	CATG00000087824.1	1	1	1	0	1110	3
87827	lncRNA	CATG00000087827.1	CATG00000087827.1	1	1	1	0	1110	3
87828	lncRNA	CATG00000087828.1	CATG00000087828.1	1	1	1	0	1110	3
87830	lncRNA	CATG00000087830.1	CATG00000087830.1	1	1	1	0	1110	3
87832	protein_coding	CATG00000087832.1	CATG00000087832	1	0	0	0	1000	1
87834	lncRNA	CATG00000087834.1	CATG00000087834.1	1	1	1	0	1110	3
87835	lncRNA	CATG00000087835.1	CATG00000087835.1	1	1	1	0	1110	3
87853	lncRNA	CATG00000087853.1	CATG00000087853.1	1	1	1	0	1110	3
87855	protein_coding	CATG00000087855.1	CATG00000087855	1	0	0	0	1000	1
87870	lncRNA	CATG00000087870.1	CATG00000087870.1	1	1	1	0	1110	3
87900	lncRNA	CATG00000087900.1	CATG00000087900.1	1	1	1	0	1110	3
87911	lncRNA	CATG00000087911.1	CATG00000087911.1	1	1	1	0	1110	3
87920	lncRNA	CATG00000087920.1	CATG00000087920.1	1	0	1	0	1010	2
87923	lncRNA	CATG00000087923.1	CATG00000087923.1	1	1	1	0	1110	3
87927	lncRNA	CATG00000087927.1	CATG00000087927.1	1	1	0	0	1100	2
87941	lncRNA	CATG00000087941.1	CATG00000087941.1	1	1	0	0	1100	2
87989	lncRNA	CATG00000087989.1	CATG00000087989.1	1	1	1	1	1111	4
87995	lncRNA	CATG00000087995.1	CATG00000087995.1	1	1	1	0	1110	3
88002	lncRNA	CATG00000088002.1	CATG00000088002.1	1	1	1	1	1111	4
88019	lncRNA	CATG00000088019.1	CATG00000088019.1	1	1	0	1	1101	3
88022	protein_coding	CATG00000088022.1	CATG00000088022	1	0	0	0	1000	1
88026	lncRNA	CATG00000088026.1	CATG00000088026.1	1	1	1	1	1111	4
88029	protein_coding	CATG00000088029.1	CATG00000088029	1	0	0	0	1000	1
88030	lncRNA	CATG00000088030.1	CATG00000088030.1	1	1	1	1	1111	4
88033	lncRNA	CATG00000088033.1	CATG00000088033.1	1	1	1	1	1111	4
88039	lncRNA	CATG00000088039.1	CATG00000088039.1	1	1	1	1	1111	4
88062	lncRNA	CATG00000088062.1	CATG00000088062.1	1	0	0	1	1001	2
88064	lncRNA	CATG00000088064.1	CATG00000088064.1	1	1	0	1	1101	3
88065	lncRNA	CATG00000088065.1	CATG00000088065.1	1	1	1	1	1111	4
88069	lncRNA	CATG00000088069.1	CATG00000088069.1	1	1	0	1	1101	3
88070	lncRNA	CATG00000088070.1	CATG00000088070.1	1	1	1	0	1110	3
88071	lncRNA	CATG00000088071.1	CATG00000088071.1	1	1	0	0	1100	2
88072	lncRNA	CATG00000088072.1	CATG00000088072.1	1	1	0	1	1101	3
88073	lncRNA	CATG00000088073.1	CATG00000088073.1	1	1	0	1	1101	3
88075	protein_coding	CATG00000088075.1	CATG00000088075	1	0	0	0	1000	1
88077	lncRNA	CATG00000088077.1	CATG00000088077.1	1	1	0	1	1101	3
88082	lncRNA	CATG00000088082.1	CATG00000088082.1	1	1	1	1	1111	4
88084	lncRNA	CATG00000088084.1	CATG00000088084.1	1	1	1	1	1111	4
88085	lncRNA	CATG00000088085.1	CATG00000088085.1	1	1	0	1	1101	3
88098	lncRNA	CATG00000088098.1	CATG00000088098.1	1	1	0	1	1101	3
88142	lncRNA	CATG00000088142.1	CATG00000088142.1	1	1	1	0	1110	3
88143	lncRNA	CATG00000088143.1	CATG00000088143.1	1	1	1	1	1111	4
88206	lncRNA	CATG00000088206.1	CATG00000088206.1	1	1	1	0	1110	3
88207	lncRNA	CATG00000088207.1	CATG00000088207.1	1	1	1	1	1111	4
88274	protein_coding	CATG00000088274.1	CATG00000088274	1	0	0	0	1000	1
88304	lncRNA	CATG00000088304.1	CATG00000088304.1	1	1	1	1	1111	4
88311	lncRNA	CATG00000088311.1	CATG00000088311.1	1	1	1	1	1111	4
88333	protein_coding	CATG00000088333.1	CATG00000088333	1	0	0	0	1000	1
88343	lncRNA	CATG00000088343.1	CATG00000088343.1	1	1	0	1	1101	3
88381	protein_coding	CATG00000088381.1	CATG00000088381	1	0	0	0	1000	1
88398	lncRNA	CATG00000088398.1	CATG00000088398.1	1	1	1	1	1111	4
88618	lncRNA	CATG00000088618.1	CATG00000088618.1	1	1	1	1	1111	4
88838	lncRNA	CATG00000088838.1	CATG00000088838.1	1	1	1	1	1111	4
89225	lncRNA	CATG00000089225.1	CATG00000089225.1	1	1	1	1	1111	4
89491	lncRNA	CATG00000089491.1	CATG00000089491.1	1	1	1	1	1111	4
89498	lncRNA	CATG00000089498.1	CATG00000089498.1	1	1	1	1	1111	4
89561	protein_coding	CATG00000089561.1	CATG00000089561	1	0	0	0	1000	1
89573	lncRNA	CATG00000089573.1	CATG00000089573.1	1	1	0	1	1101	3
89605	lncRNA	CATG00000089605.1	CATG00000089605.1	1	1	0	1	1101	3
89825	lncRNA	CATG00000089825.1	CATG00000089825.1	1	1	0	1	1101	3
89895	protein_coding	CATG00000089895.1	CATG00000089895	1	0	0	0	1000	1
89910	lncRNA	CATG00000089910.1	CATG00000089910.1	1	1	0	1	1101	3
90117	protein_coding	CATG00000090117.1	CATG00000090117	1	0	0	0	1000	1
90135	lncRNA	CATG00000090135.1	CATG00000090135.1	1	1	0	1	1101	3
90176	lncRNA	CATG00000090176.1	CATG00000090176.1	1	1	0	1	1101	3
90178	lncRNA	CATG00000090178.1	CATG00000090178.1	1	1	0	1	1101	3
90190	lncRNA	CATG00000090190.1	CATG00000090190.1	1	1	0	1	1101	3
90250	lncRNA	CATG00000090250.1	CATG00000090250.1	1	1	0	1	1101	3
90413	protein_coding	CATG00000090413.1	CATG00000090413	1	0	0	0	1000	1
90511	lncRNA	CATG00000090511.1	CATG00000090511.1	1	1	0	1	1101	3
90689	protein_coding	CATG00000090689.1	CATG00000090689	1	0	0	0	1000	1
90692	protein_coding	CATG00000090692.1	CATG00000090692	1	0	0	0	1000	1
90697	lncRNA	CATG00000090697.1	CATG00000090697.1	1	1	1	1	1111	4
90731	protein_coding	CATG00000090731.1	CATG00000090731	1	0	0	0	1000	1
90795	lncRNA	CATG00000090795.1	CATG00000090795.1	1	1	1	1	1111	4
90819	protein_coding	CATG00000090819.1	CATG00000090819	1	0	0	0	1000	1
90869	lncRNA	CATG00000090869.1	CATG00000090869.1	1	1	1	1	1111	4
90870	lncRNA	CATG00000090870.1	CATG00000090870.1	1	1	1	1	1111	4
90871	protein_coding	CATG00000090871.1	CATG00000090871	1	0	0	0	1000	1
90872	lncRNA	CATG00000090872.1	CATG00000090872.1	1	1	1	1	1111	4
90897	lncRNA	CATG00000090897.1	CATG00000090897.1	1	1	0	1	1101	3
90945	protein_coding	CATG00000090945.1	CATG00000090945	1	0	0	0	1000	1
91077	lncRNA	CATG00000091077.1	CATG00000091077.1	1	1	1	0	1110	3
91079	lncRNA	CATG00000091079.1	CATG00000091079.1	1	1	1	0	1110	3
91112	lncRNA	CATG00000091112.1	CATG00000091112.1	1	1	1	0	1110	3
91247	lncRNA	CATG00000091247.1	CATG00000091247.1	1	1	0	0	1100	2
91305	lncRNA	CATG00000091305.1	CATG00000091305.1	1	1	0	0	1100	2
91366	protein_coding	CATG00000091366.1	CATG00000091366	1	0	0	0	1000	1
91387	lncRNA	CATG00000091387.1	CATG00000091387.1	1	1	0	0	1100	2
91455	lncRNA	CATG00000091455.1	CATG00000091455.1	1	1	1	0	1110	3
91612	lncRNA	CATG00000091612.1	CATG00000091612.1	1	1	0	0	1100	2
91754	lncRNA	CATG00000091754.1	CATG00000091754.1	1	1	0	0	1100	2
91811	lncRNA	CATG00000091811.1	CATG00000091811.1	1	1	0	0	1100	2
91921	lncRNA	CATG00000091921.1	CATG00000091921.1	1	1	0	1	1101	3
91985	lncRNA	CATG00000091985.1	CATG00000091985.1	1	1	0	1	1101	3
91992	lncRNA	CATG00000091992.1	CATG00000091992.1	1	1	0	1	1101	3
91993	lncRNA	CATG00000091993.1	CATG00000091993.1	1	1	0	1	1101	3
92110	lncRNA	CATG00000092110.1	CATG00000092110.1	1	1	0	1	1101	3
92113	lncRNA	CATG00000092113.1	CATG00000092113.1	1	1	0	1	1101	3
92121	protein_coding	CATG00000092121.1	CATG00000092121	1	0	0	0	1000	1
92287	lncRNA	CATG00000092287.1	CATG00000092287.1	1	1	0	1	1101	3
92568	lncRNA	CATG00000092568.1	CATG00000092568.1	1	1	1	0	1110	3
92575	lncRNA	CATG00000092575.1	CATG00000092575.1	1	1	1	0	1110	3
92598	protein_coding	CATG00000092598.1	CATG00000092598	1	0	0	0	1000	1
92610	lncRNA	CATG00000092610.1	CATG00000092610.1	1	0	0	0	1000	1
92613	lncRNA	CATG00000092613.1	CATG00000092613.1	1	0	1	0	1010	2
92614	lncRNA	CATG00000092614.1	CATG00000092614.1	1	0	1	0	1010	2
92618	lncRNA	CATG00000092618.1	CATG00000092618.1	1	0	1	0	1010	2
92705	lncRNA	CATG00000092705.1	CATG00000092705.1	1	1	0	1	1101	3
92952	protein_coding	CATG00000092952.1	CATG00000092952	1	0	0	0	1000	1
93058	lncRNA	CATG00000093058.1	CATG00000093058.1	1	1	0	1	1101	3
93267	lncRNA	CATG00000093267.1	CATG00000093267.1	1	1	1	0	1110	3
93273	lncRNA	CATG00000093273.1	CATG00000093273.1	1	1	1	0	1110	3
93280	lncRNA	CATG00000093280.1	CATG00000093280.1	1	1	1	1	1111	4
93373	lncRNA	CATG00000093373.1	CATG00000093373.1	1	1	1	1	1111	4
93384	protein_coding	CATG00000093384.1	CATG00000093384	1	0	0	0	1000	1
93417	lncRNA	CATG00000093417.1	CATG00000093417.1	1	1	0	0	1100	2
93418	protein_coding	CATG00000093418.1	CATG00000093418	1	0	0	0	1000	1
93427	lncRNA	CATG00000093427.1	CATG00000093427.1	1	1	1	1	1111	4
93917	lncRNA	CATG00000093917.1	CATG00000093917.1	1	1	1	0	1110	3
94057	lncRNA	CATG00000094057.1	CATG00000094057.1	1	1	0	0	1100	2
94163	lncRNA	CATG00000094163.1	CATG00000094163.1	1	1	1	1	1111	4
94576	lncRNA	CATG00000094576.1	CATG00000094576.1	1	1	1	0	1110	3
94577	lncRNA	CATG00000094577.1	CATG00000094577.1	1	1	1	0	1110	3
94595	protein_coding	CATG00000094595.1	CATG00000094595	1	0	0	0	1000	1
94945	lncRNA	CATG00000094945.1	CATG00000094945.1	1	0	0	0	1000	1
94965	lncRNA	CATG00000094965.1	CATG00000094965.1	1	1	1	0	1110	3
95001	lncRNA	CATG00000095001.1	CATG00000095001.1	1	1	0	0	1100	2
95021	lncRNA	CATG00000095021.1	CATG00000095021.1	1	0	1	1	1011	3
95055	lncRNA	CATG00000095055.1	CATG00000095055.1	1	1	1	1	1111	4
95118	lncRNA	CATG00000095118.1	CATG00000095118.1	1	1	0	0	1100	2
95140	lncRNA	CATG00000095140.1	CATG00000095140.1	1	1	0	0	1100	2
95143	lncRNA	CATG00000095143.1	CATG00000095143.1	1	1	0	0	1100	2
95605	lncRNA	CATG00000095605.1	CATG00000095605.1	1	1	0	0	1100	2
95666	lncRNA	CATG00000095666.1	CATG00000095666.1	1	1	0	0	1100	2
95683	lncRNA	CATG00000095683.1	CATG00000095683.1	1	1	0	1	1101	3
95783	lncRNA	CATG00000095783.1	CATG00000095783.1	1	0	0	0	1000	1
95888	lncRNA	CATG00000095888.1	CATG00000095888.1	1	1	0	1	1101	3
95892	lncRNA	CATG00000095892.1	CATG00000095892.1	1	1	0	1	1101	3
96069	lncRNA	CATG00000096069.1	CATG00000096069.1	1	0	1	0	1010	2
96154	lncRNA	CATG00000096154.1	CATG00000096154.1	1	1	1	0	1110	3
96728	lncRNA	CATG00000096728.1	CATG00000096728.1	1	1	1	1	1111	4
96738	lncRNA	CATG00000096738.1	CATG00000096738.1	1	1	1	1	1111	4
96951	lncRNA	CATG00000096951.1	CATG00000096951.1	1	1	1	1	1111	4
96985	protein_coding	CATG00000096985.1	CATG00000096985	1	0	0	0	1000	1
97152	lncRNA	CATG00000097152.1	CATG00000097152.1	1	1	0	0	1100	2
97159	lncRNA	CATG00000097159.1	CATG00000097159.1	1	1	1	0	1110	3
97320	lncRNA	CATG00000097320.1	CATG00000097320.1	1	1	1	0	1110	3
97448	lncRNA	CATG00000097448.1	CATG00000097448.1	1	1	1	0	1110	3
97494	protein_coding	CATG00000097494.1	CATG00000097494	1	0	0	0	1000	1
97501	lncRNA	CATG00000097501.1	CATG00000097501.1	1	1	1	0	1110	3
97560	lncRNA	CATG00000097560.1	CATG00000097560.1	1	1	1	0	1110	3
97733	lncRNA	CATG00000097733.1	CATG00000097733.1	1	1	1	1	1111	4
97771	lncRNA	CATG00000097771.1	CATG00000097771.1	1	1	1	1	1111	4
97901	lncRNA	CATG00000097901.1	CATG00000097901.1	1	0	0	0	1000	1
97905	lncRNA	CATG00000097905.1	CATG00000097905.1	1	0	0	0	1000	1
97921	protein_coding	CATG00000097921.1	CATG00000097921	1	0	0	0	1000	1
97954	protein_coding	CATG00000097954.1	CATG00000097954	1	0	0	0	1000	1
98023	lncRNA	CATG00000098023.1	CATG00000098023.1	1	1	1	0	1110	3
98061	lncRNA	CATG00000098061.1	CATG00000098061.1	1	1	1	1	1111	4
98161	lncRNA	CATG00000098161.1	CATG00000098161.1	1	1	1	0	1110	3
98185	lncRNA	CATG00000098185.1	CATG00000098185.1	1	1	1	1	1111	4
98315	lncRNA	CATG00000098315.1	CATG00000098315.1	1	1	1	0	1110	3
98346	lncRNA	CATG00000098346.1	CATG00000098346.1	1	1	1	0	1110	3
98439	protein_coding	CATG00000098439.1	CATG00000098439	1	0	0	0	1000	1
98445	protein_coding	CATG00000098445.1	CATG00000098445	1	0	0	0	1000	1
98473	lncRNA	CATG00000098473.1	CATG00000098473.1	1	1	1	1	1111	4
98556	lncRNA	CATG00000098556.1	CATG00000098556.1	1	1	1	1	1111	4
98665	lncRNA	CATG00000098665.1	CATG00000098665.1	1	1	1	1	1111	4
98840	lncRNA	CATG00000098840.1	CATG00000098840.1	1	1	0	0	1100	2
